input_store_id,1,2,3,4,5,6,7,8,9,10
725,18580,6985,13604,1769,4642,14932,16382,7006,16615,9331
730,2538,15382,11738,1220,6011,110,1774,3018,1430,18395
733,15596,16311,10765,18427,13011,9690,5106,838,17699,13454
736,9852,11953,711,4607,11495,14328,194,17433,5951,4964
737,8838,15612,5478,16166,108,11220,2006,9466,8602,5327
738,553,1787,4009,12024,10033,4153,8273,7185,5394,418
741,9194,8911,9824,9658,5616,633,92,16644,8783,1839
748,13911,13152,14311,11245,5306,11957,2461,16241,3915,778
751,10572,10652,5409,143,5702,15704,9187,7030,10469,14929
753,8003,91,9067,15044,45,7088,15965,2806,16169,1487
754,18340,15889,8977,7863,6652,17407,11402,10662,11870,9992
755,13816,5627,16045,5430,11194,12103,7565,10470,1083,16615
756,7513,10033,10344,10334,9922,1787,9206,18432,11382,7481
758,8431,15910,14195,8206,5721,9567,16101,13271,13057,13068
762,4416,6245,15916,7925,18341,8440,7064,9137,271,6481
769,10055,15442,7863,5439,9597,1079,16382,13388,16453,4479
770,250,1778,8185,9630,13474,9932,937,8016,5383,18223
773,17460,6682,1520,14339,8094,13453,2303,11244,2270,15115
775,7857,9762,430,7501,4898,15974,6464,3707,17806,2042
778,4266,7006,9331,1622,14873,1212,7455,14811,16876,11176
780,18171,5486,3102,17460,7145,1520,1452,16876,1938,9079
781,1469,14020,4602,14722,14719,3353,630,1358,6821,13549
783,1776,3240,10342,10513,3724,16823,3559,1282,7861,8260
785,11220,108,1798,5327,5478,15807,8057,1507,4362,209
791,28,7745,4731,6763,17820,6512,22,5772,9693,13381
793,672,6813,5096,8930,6443,6744,11705,8798,6414,4601
794,7026,14828,7815,5797,8260,1539,3240,8730,7668,1769
799,11493,8069,11952,10628,7771,12022,16640,17465,2801,14720
801,9819,4362,524,1408,9004,18230,2317,17761,16016,9885
802,7675,5566,2197,5747,10656,1886,1059,18011,2727,2270
804,9539,9040,5013,11629,1693,7937,16447,4885,1005,14143
805,4843,15364,3177,7427,9179,11180,8726,308,2927,1562
807,8202,13290,7301,4968,1280,11916,3100,4201,4063,2459
809,18133,7335,13308,15412,14810,15246,9311,14094,9188,11062
810,8410,13156,10646,5318,5119,8906,2535,354,13088,14644
811,15893,14311,15195,2335,61,1776,4944,6302,16406,10513
812,136,14873,9938,11218,14811,10201,10262,778,3915,7026
813,1604,7098,2144,14538,2303,115,11244,16484,10137,337
814,10,17777,45,8003,16166,5709,5859,6199,6904,15950
815,14713,2866,564,3920,15626,9315,10797,5686,6423,5977
818,7683,5633,8843,9144,7111,5466,3004,14747,13979,10119
820,14958,532,16569,4153,5091,14415,3806,16749,7926,7481
821,15808,5327,3929,5013,9116,9618,15704,108,2006,5682
823,5225,6936,14811,1539,5709,15041,666,14370,794,136
826,9065,6553,4022,1023,15546,14885,8065,7368,6326,8967
827,15784,14720,13117,16640,3744,10988,8113,13253,7465,4287
829,16154,6224,4642,11362,8813,13119,4808,9199,7019,6630
831,15446,11691,16362,6011,6325,13,18232,4635,13926,6167
833,15889,754,13805,14411,11426,13806,11870,7835,11402,14620
838,13340,6837,2866,15596,15112,10010,9663,5478,2782,2993
841,10219,4441,10686,10999,9992,16693,14346,3765,7895,324
844,7630,5585,11235,4588,217,4583,6514,249,14535,2112
846,11577,8511,9268,15250,7896,18100,5230,9113,11362,445
849,16570,902,4964,503,14328,6209,11953,9399,864,5300
851,1457,15980,14826,18090,10973,6290,10063,1530,7100,6356
852,4575,8183,3224,9559,9112,10000,12042,5274,11362,574
853,110,15382,3018,3780,11738,1430,4002,13643,17925,2538
854,14021,15503,8511,9452,13271,6944,15469,18061,2910,9641
855,10790,7862,15296,1000,11806,6869,14046,15890,6301,16297
856,9045,1937,914,18222,11631,11705,1216,1021,14817,8244
859,4620,7564,10639,15618,7176,16876,7797,1150,6444,1056
864,194,11496,16241,902,14597,18255,16748,16478,6282,15318
869,16190,9103,1520,6787,8909,4763,9893,6853,13930,8260
876,4677,8352,15081,8836,11526,9503,15961,3434,5462,5478
878,3503,16423,7664,14336,17519,936,8460,13591,9094,15784
881,9612,4084,3221,12031,17837,9016,8934,79,1009,10047
882,11394,10727,2831,14975,8782,10576,2773,1852,7925,8385
885,219,7029,2806,5859,9210,7151,17663,2215,8205,11937
888,10733,15905,14783,503,3822,5377,4159,17547,2773,10415
889,14263,6425,9931,6322,13896,12119,2337,8186,9054,2065
891,4753,1528,7048,3309,1360,15365,1655,5461,10574,509
892,6158,9061,2193,10606,9064,3485,7249,1751,12180,15748
