,grid_lon_id,grid_lat_id,green,orange,store_id
0,0,0,0.0,0.0,153-OPRCD10232
1,0,1,0.0,0.0,153-OPRCD10232
2,0,2,0.0,0.0,153-OPRCD10232
3,0,3,0.000698548777850105,0.0,153-OPRCD10232
4,0,4,0.029339048669704406,0.0,153-OPRCD10232
5,0,5,0.0,0.0,153-OPRCD10232
6,0,6,0.0,0.0,153-OPRCD10232
7,0,7,0.0,0.0,153-OPRCD10232
8,0,8,0.0,0.0,153-OPRCD10232
9,0,9,0.0,0.0,153-OPRCD10232
10,0,10,0.0,0.0,153-OPRCD10232
11,0,11,0.03562598767035535,0.024216357632136972,153-OPRCD10232
12,0,12,0.0,0.0,153-OPRCD10232
13,0,13,0.0,0.0,153-OPRCD10232
14,0,14,0.0,0.0,153-OPRCD10232
15,0,15,0.0,0.0,153-OPRCD10232
16,1,0,0.0,0.0,153-OPRCD10232
17,1,1,0.0,0.0,153-OPRCD10232
18,1,2,0.0,0.0,153-OPRCD10232
19,1,3,0.0,0.004424142259717331,153-OPRCD10232
20,1,4,0.0696220281923938,0.0719505241185608,153-OPRCD10232
21,1,5,0.11642479630835083,0.0,153-OPRCD10232
22,1,6,0.11805474345666774,0.0,153-OPRCD10232
23,1,7,0.12876582471703601,0.0,153-OPRCD10232
24,1,8,0.1418054019035713,0.0,153-OPRCD10232
25,1,9,0.11945184101236794,0.0,153-OPRCD10232
26,1,10,0.12178033693853496,0.0,153-OPRCD10232
27,1,11,0.026544853558303987,0.0,153-OPRCD10232
28,1,12,0.0,0.0,153-OPRCD10232
29,1,13,0.0,0.0,153-OPRCD10232
30,1,14,0.0,0.0,153-OPRCD10232
31,1,15,0.0,0.0,153-OPRCD10232
32,2,0,0.0,0.0,153-OPRCD10232
33,2,1,0.0025613455187837183,0.0,153-OPRCD10232
34,2,2,0.09011279234266353,0.0,153-OPRCD10232
35,2,3,0.11409630038218381,0.04796701607904054,153-OPRCD10232
36,2,4,0.034228890114655144,0.0,153-OPRCD10232
37,2,5,0.0,0.0,153-OPRCD10232
38,2,6,0.0,0.0,153-OPRCD10232
39,2,7,0.0,0.0,153-OPRCD10232
40,2,8,0.0,0.0,153-OPRCD10232
41,2,9,0.0,0.0,153-OPRCD10232
42,2,10,0.0,0.0,153-OPRCD10232
43,2,11,0.0,0.0,153-OPRCD10232
44,2,12,0.0,0.0,153-OPRCD10232
45,2,13,0.0,0.0,153-OPRCD10232
46,2,14,0.0,0.0,153-OPRCD10232
47,2,15,0.0,0.0,153-OPRCD10232
48,3,0,0.06193799163604264,0.0,153-OPRCD10232
49,3,1,0.12108178816068485,0.0,153-OPRCD10232
50,3,2,0.03842018278175577,0.0,153-OPRCD10232
51,3,3,0.0,0.0,153-OPRCD10232
52,3,4,0.0,0.0,153-OPRCD10232
53,3,5,0.0,0.0,153-OPRCD10232
54,3,6,0.0,0.0,153-OPRCD10232
55,3,7,0.0,0.0,153-OPRCD10232
56,3,8,0.0,0.0,153-OPRCD10232
57,3,9,0.0,0.0,153-OPRCD10232
58,3,10,0.0,0.0,153-OPRCD10232
59,3,11,0.0,0.0,153-OPRCD10232
60,3,12,0.0,0.0,153-OPRCD10232
61,3,13,0.0,0.0,153-OPRCD10232
62,3,14,0.0,0.0,153-OPRCD10232
63,3,15,0.0,0.0,153-OPRCD10232
64,4,0,0.000698548777850105,0.015135223520085606,153-OPRCD10232
65,4,1,0.0,0.0,153-OPRCD10232
66,4,2,0.0,0.0,153-OPRCD10232
67,4,3,0.0,0.0,153-OPRCD10232
68,4,4,0.052856857523991274,0.0,153-OPRCD10232
69,4,5,0.05774669896894201,0.0,153-OPRCD10232
70,4,6,0.06123944285819253,0.0,153-OPRCD10232
71,4,7,0.06123944285819253,0.0,153-OPRCD10232
72,4,8,0.009546833297284767,0.0,153-OPRCD10232
73,4,9,0.0,0.0,153-OPRCD10232
74,4,10,0.0,0.0,153-OPRCD10232
75,4,11,0.0,0.0,153-OPRCD10232
76,4,12,0.0,0.0,153-OPRCD10232
77,4,13,0.0,0.0,153-OPRCD10232
78,4,14,0.0,0.0,153-OPRCD10232
79,4,15,0.0,0.0,153-OPRCD10232
80,5,0,0.07637466637827814,0.051692609560907765,153-OPRCD10232
81,5,1,0.06636213389575997,0.0,153-OPRCD10232
82,5,2,0.061705142043425934,0.0,153-OPRCD10232
83,5,3,0.06519788593267646,0.0,153-OPRCD10232
84,5,4,0.007916886148967855,0.0,153-OPRCD10232
85,5,5,0.0,0.0,153-OPRCD10232
86,5,6,0.0,0.0,153-OPRCD10232
87,5,7,0.0,0.0,153-OPRCD10232
88,5,8,0.0,0.0,153-OPRCD10232
89,5,9,0.0,0.0,153-OPRCD10232
90,5,10,0.0,0.0,153-OPRCD10232
91,5,11,0.0,0.0,153-OPRCD10232
92,5,12,0.0,0.0,153-OPRCD10232
93,5,13,0.0,0.0,153-OPRCD10232
94,5,14,0.0,0.0,153-OPRCD10232
95,5,15,0.0,0.0,153-OPRCD10232
96,6,0,0.03725593481867226,0.0,153-OPRCD10232
97,6,1,0.09034564193528023,0.0,153-OPRCD10232
98,6,2,0.0,0.0,153-OPRCD10232
99,6,3,0.0,0.0,153-OPRCD10232
100,6,4,0.0,0.0,153-OPRCD10232
101,6,5,0.0,0.0,153-OPRCD10232
102,6,6,0.0,0.0,153-OPRCD10232
103,6,7,0.0,0.0,153-OPRCD10232
104,6,8,0.0,0.0,153-OPRCD10232
105,6,9,0.0,0.0,153-OPRCD10232
106,6,10,0.0,0.0,153-OPRCD10232
107,6,11,0.0,0.0,153-OPRCD10232
108,6,12,0.0,0.0,153-OPRCD10232
109,6,13,0.0,0.0,153-OPRCD10232
110,6,14,0.0,0.0,153-OPRCD10232
111,6,15,0.0,0.0,153-OPRCD10232
112,7,0,0.0,0.0,153-OPRCD10232
113,7,1,0.12364313367946857,0.0,153-OPRCD10232
114,7,2,0.0,0.0,153-OPRCD10232
115,7,3,0.0,0.0,153-OPRCD10232
116,7,4,0.0,0.0,153-OPRCD10232
117,7,5,0.0,0.0,153-OPRCD10232
118,7,6,0.0,0.0,153-OPRCD10232
119,7,7,0.0,0.0,153-OPRCD10232
120,7,8,0.0,0.0,153-OPRCD10232
