,grid_lon_id,grid_lat_id,green,orange,red,store_id
0,0,0,0.0,0.0,0.0,153-OPRCD109808
1,0,1,0.05960949570987562,0.0,0.0,153-OPRCD109808
2,0,2,0.0,0.0,0.0,153-OPRCD109808
3,0,3,0.0,0.0,0.0,153-OPRCD109808
4,0,4,0.0,0.0,0.0,153-OPRCD109808
5,0,5,0.004889841444950735,0.0,0.0,153-OPRCD109808
6,0,6,0.03143469500325472,0.07916886148967855,0.0037255934818672264,153-OPRCD109808
7,0,7,0.0,0.0142038251496188,0.0,153-OPRCD109808
8,0,8,0.0,0.0717176745259441,0.0,153-OPRCD109808
9,0,9,0.0,0.0,0.0,153-OPRCD109808
10,0,10,0.014902373927468906,0.0016299471483169116,0.0,153-OPRCD109808
11,0,11,0.010711081260368276,0.06333508919174284,0.0,153-OPRCD109808
12,0,12,0.0,0.0,0.0,153-OPRCD109808
13,0,13,0.0,0.0,0.0,153-OPRCD109808
14,0,14,0.0,0.0,0.0,153-OPRCD109808
15,0,15,0.0,0.0,0.0,153-OPRCD109808
16,1,0,0.031900394188488126,0.0030270447040171215,0.0,153-OPRCD109808
17,1,1,0.03236609337372153,0.09267413786144725,0.0,153-OPRCD109808
18,1,2,0.0,0.0,0.0,153-OPRCD109808
19,1,3,0.0,0.026544853558303987,0.012108178816068486,153-OPRCD109808
20,1,4,0.0,0.0069854877785010495,0.01560092270531901,153-OPRCD109808
21,1,5,0.09057849152789695,0.0,0.0,153-OPRCD109808
22,1,6,0.0719505241185608,0.008848284519434662,0.0,153-OPRCD109808
23,1,7,0.059376646117258916,0.0703205769702439,0.0,153-OPRCD109808
24,1,8,0.005355540630184138,0.11898614182713455,0.0,153-OPRCD109808
25,1,9,0.0,0.0,0.0,153-OPRCD109808
26,1,10,0.03562598767035535,0.05122691037567436,0.010711081260368276,153-OPRCD109808
27,1,11,0.04889841444950734,0.03399604052203844,0.011875329223451784,153-OPRCD109808
28,1,12,0.0,0.0,0.0,153-OPRCD109808
29,1,13,0.0,0.0,0.0,153-OPRCD109808
30,1,14,0.0,0.0,0.0,153-OPRCD109808
31,1,15,0.0,0.0,0.0,153-OPRCD109808
32,2,0,0.01140963003821838,0.025846304780453883,0.0,153-OPRCD109808
33,2,1,0.1699802026101922,0.04889841444950734,0.0,153-OPRCD109808
34,2,2,0.13249141819890323,0.0,0.0,153-OPRCD109808
35,2,3,0.0717176745259441,0.07358047126687772,0.0,153-OPRCD109808
36,2,4,0.0,0.0996596256399483,0.00861543492681796,153-OPRCD109808
37,2,5,0.08708574763864642,0.12178033693853496,0.0,153-OPRCD109808
38,2,6,0.0,0.09639973134331448,0.0,153-OPRCD109808
39,2,7,0.0,0.06123944285819253,0.0037255934818672264,153-OPRCD109808
40,2,8,0.0,0.016299471483169115,0.030736146225404617,153-OPRCD109808
41,2,9,0.0,0.0,0.0,153-OPRCD109808
42,2,10,0.01723086985363592,0.07777176393397835,0.0,153-OPRCD109808
43,2,11,0.0,0.03259894296633823,0.0,153-OPRCD109808
44,2,12,0.0,0.0,0.0,153-OPRCD109808
45,2,13,0.0,0.0,0.0,153-OPRCD109808
46,2,14,0.0,0.0,0.0,153-OPRCD109808
47,2,15,0.0,0.0,0.0,153-OPRCD109808
48,3,0,0.0,0.0,0.0,153-OPRCD109808
49,3,1,0.06729353226622678,0.05262400793137457,0.0,153-OPRCD109808
50,3,2,0.0034927438892505248,0.0,0.0,153-OPRCD109808
51,3,3,0.01583377229793571,0.004656991852334032,0.0,153-OPRCD109808
52,3,4,0.013970975557002099,0.02724340233615409,0.0,153-OPRCD109808
53,3,5,0.06356793878435955,0.027709101521387496,0.0,153-OPRCD109808
54,3,6,0.0,0.0,0.0,153-OPRCD109808
55,3,7,0.0,0.0,0.0,153-OPRCD109808
56,3,8,0.0,0.023284959261670166,0.05099406078305766,153-OPRCD109808
57,3,9,0.04889841444950734,0.0,0.0,153-OPRCD109808
58,3,10,0.01560092270531901,0.06636213389575997,0.0,153-OPRCD109808
59,3,11,0.0,0.0,0.0,153-OPRCD109808
60,3,12,0.0,0.0,0.0,153-OPRCD109808
61,3,13,0.0,0.0,0.0,153-OPRCD109808
62,3,14,0.0,0.0,0.0,153-OPRCD109808
63,3,15,0.0,0.0,0.0,153-OPRCD109808
64,4,0,0.0,0.0,0.0,153-OPRCD109808
65,4,1,0.02677770315092069,0.04470712178240672,0.0,153-OPRCD109808
66,4,2,0.04703561770857373,0.0980296784916314,0.01839511781671943,153-OPRCD109808
67,4,3,0.23820513324688578,0.0,0.0,153-OPRCD109808
68,4,4,0.3264551288486157,0.0,0.0,153-OPRCD109808
69,4,5,0.071019125748094,0.01560092270531901,0.0,153-OPRCD109808
