,grid_lon_id,grid_lat_id,green,orange,red,store_id
0,0,0,0.0,0.0,0.0,153-OPRCD10056
1,0,1,0.0,0.0,0.0,153-OPRCD10056
2,0,2,0.0,0.0,0.0,153-OPRCD10056
3,0,3,0.0,0.0,0.0,153-OPRCD10056
4,0,4,0.0,0.0,0.0,153-OPRCD10056
5,0,5,0.0,0.0,0.0,153-OPRCD10056
6,0,6,0.0,0.0,0.0,153-OPRCD10056
7,0,7,0.05960949570987562,0.0,0.0,153-OPRCD10056
8,0,8,0.0,0.0,0.0,153-OPRCD10056
9,0,9,0.019326516187186237,0.040748678707922786,0.0,153-OPRCD10056
10,0,10,0.0,0.0,0.0,153-OPRCD10056
11,0,11,0.0,0.0,0.0,153-OPRCD10056
12,0,12,0.0,0.0,0.0,153-OPRCD10056
13,0,13,0.0423786258562397,0.0,0.0,153-OPRCD10056
14,0,14,0.0854558004903295,0.008149735741584558,0.0,153-OPRCD10056
15,0,15,0.0,0.0,0.0,153-OPRCD10056
16,1,0,0.0,0.0,0.0,153-OPRCD10056
17,1,1,0.0,0.0,0.0,153-OPRCD10056
18,1,2,0.0,0.0,0.0,153-OPRCD10056
19,1,3,0.0,0.0,0.0,153-OPRCD10056
20,1,4,0.0,0.0,0.0,153-OPRCD10056
21,1,5,0.0,0.0,0.0,153-OPRCD10056
22,1,6,0.0,0.0,0.0,153-OPRCD10056
23,1,7,0.08103165823061217,0.042145776263622994,0.03585883726297205,153-OPRCD10056
24,1,8,0.0,0.061705142043425934,0.07311477208164431,153-OPRCD10056
25,1,9,0.013970975557002099,0.1588034221645905,0.020956463335503148,153-OPRCD10056
26,1,10,0.02561345518783718,0.0,0.0,153-OPRCD10056
27,1,11,0.0,0.0,0.0,153-OPRCD10056
28,1,12,0.0,0.0,0.0,153-OPRCD10056
29,1,13,0.0,0.0,0.0,153-OPRCD10056
30,1,14,0.11921899141975124,0.0,0.0,153-OPRCD10056
31,1,15,0.0,0.0,0.0,153-OPRCD10056
32,2,0,0.09663258093593118,0.0,0.0,153-OPRCD10056
33,2,1,0.19116951553831205,0.0,0.0,153-OPRCD10056
34,2,2,0.17533574324037635,0.0,0.0,153-OPRCD10056
35,2,3,0.11735619467881762,0.0,0.0,153-OPRCD10056
36,2,4,0.020723613742886445,0.0,0.0,153-OPRCD10056
37,2,5,0.0,0.0,0.0,153-OPRCD10056
38,2,6,0.0,0.0,0.0,153-OPRCD10056
39,2,7,0.09453693460238087,0.023052109669053463,0.0,153-OPRCD10056
40,2,8,0.0,0.0,0.0,153-OPRCD10056
41,2,9,0.02235356089120336,0.004191292667100629,0.004656991852334032,153-OPRCD10056
42,2,10,0.09383838582453076,0.0,0.0,153-OPRCD10056
43,2,11,0.11805474345666774,0.0,0.0,153-OPRCD10056
44,2,12,0.11921899141975124,0.0,0.0,153-OPRCD10056
45,2,13,0.13621701168077047,0.0,0.0,153-OPRCD10056
46,2,14,0.099892475232565,0.0,0.0,153-OPRCD10056
47,2,15,0.0,0.0,0.0,153-OPRCD10056
48,3,0,0.1811569830557939,0.0,0.0,153-OPRCD10056
49,3,1,0.35509562874047,0.0,0.0,153-OPRCD10056
50,3,2,0.3304135719230996,0.0,0.0,153-OPRCD10056
51,3,3,0.40539114074567756,0.0,0.0,153-OPRCD10056
52,3,4,0.5069135631265594,0.0,0.0,153-OPRCD10056
53,3,5,0.5083106606822597,0.002328495926167016,0.0,153-OPRCD10056
54,3,6,0.32971502314524953,0.06543073552529316,0.0,153-OPRCD10056
55,3,7,0.2761596168434082,0.01979221537241964,0.002328495926167016,153-OPRCD10056
56,3,8,0.2391365316173526,0.02281926007643676,0.0,153-OPRCD10056
57,3,9,0.16462466198000805,0.03516028848512195,0.0,153-OPRCD10056
58,3,10,0.06543073552529316,0.0,0.0,153-OPRCD10056
59,3,11,0.000698548777850105,0.0,0.0,153-OPRCD10056
60,3,12,0.0,0.0,0.0,153-OPRCD10056
61,3,13,0.0717176745259441,0.015368073112702309,0.0,153-OPRCD10056
62,3,14,0.050761211190440955,0.0,0.0,153-OPRCD10056
63,3,15,0.0,0.0,0.0,153-OPRCD10056
