,grid_lon_id,grid_lat_id,green,orange,red,store_id
0,0,0,0.1392440563847876,0.0,0.0,153-OPRCD10050
1,0,1,0.2677770315092069,0.0,0.0,153-OPRCD10050
2,0,2,0.1960593569832628,0.0,0.0,153-OPRCD10050
3,0,3,0.2824465558440591,0.0,0.0,153-OPRCD10050
4,0,4,0.21655012113353253,0.0,0.0,153-OPRCD10050
5,0,5,0.0568153005984752,0.0,0.0,153-OPRCD10050
6,0,6,0.0,0.0,0.0,153-OPRCD10050
7,0,7,0.02724340233615409,0.0009313983704668066,0.0,153-OPRCD10050
8,0,8,0.1588034221645905,0.028873349484471005,0.0,153-OPRCD10050
9,0,9,0.0,0.0,0.0,153-OPRCD10050
10,0,10,0.0,0.0,0.0,153-OPRCD10050
11,0,11,0.0,0.0,0.0,153-OPRCD10050
12,0,12,0.0,0.0,0.0,153-OPRCD10050
13,0,13,0.17929418631486027,0.0,0.0,153-OPRCD10050
14,0,14,0.17440434486990952,0.0,0.0,153-OPRCD10050
15,0,15,0.0,0.0,0.0,153-OPRCD10050
16,1,0,0.18721107246382812,0.0,0.0,153-OPRCD10050
17,1,1,0.3280850759969326,0.0,0.0,153-OPRCD10050
18,1,2,0.21794721868923272,0.0,0.0,153-OPRCD10050
19,1,3,0.045172820967640116,0.0,0.0,153-OPRCD10050
20,1,4,0.0,0.0,0.0,153-OPRCD10050
21,1,5,0.0,0.0,0.0,153-OPRCD10050
22,1,6,0.0,0.0,0.0,153-OPRCD10050
23,1,7,0.04098152830053949,0.051459759968291066,0.0,153-OPRCD10050
24,1,8,0.3071286126614295,0.043077174634089804,0.0,153-OPRCD10050
25,1,9,0.0,0.0,0.0,153-OPRCD10050
26,1,10,0.0,0.0,0.0,153-OPRCD10050
27,1,11,0.0,0.0,0.0,153-OPRCD10050
28,1,12,0.12830012553180262,0.04773416648642384,0.004424142259717331,153-OPRCD10050
29,1,13,0.40213124644904374,0.026544853558303987,0.04819986567165724,153-OPRCD10050
