,grid_lon_id,grid_lat_id,green,orange,red,store_id
0,0,0,0.0,0.0,0.0,153-OPRCD10259
1,0,1,0.0,0.0,0.0,153-OPRCD10259
2,0,2,0.0,0.0,0.0,153-OPRCD10259
3,0,3,0.0,0.0,0.0,153-OPRCD10259
4,0,4,0.0,0.0,0.0,153-OPRCD10259
5,0,5,0.0,0.0,0.0,153-OPRCD10259
6,0,6,0.0,0.0,0.0,153-OPRCD10259
7,0,7,0.0,0.0,0.0,153-OPRCD10259
8,0,8,0.0,0.0,0.0,153-OPRCD10259
9,0,9,0.0,0.0,0.0,153-OPRCD10259
10,0,10,0.0,0.0,0.0,153-OPRCD10259
11,0,11,0.0,0.0,0.0,153-OPRCD10259
12,0,12,0.05425395507969148,0.042145776263622994,0.0,153-OPRCD10259
13,0,13,0.017463719446252624,0.0,0.0,153-OPRCD10259
14,0,14,0.0,0.0,0.0,153-OPRCD10259
15,0,15,0.0,0.0,0.0,153-OPRCD10259
16,1,0,0.0,0.0,0.0,153-OPRCD10259
17,1,1,0.0,0.0,0.0,153-OPRCD10259
18,1,2,0.0,0.0,0.0,153-OPRCD10259
19,1,3,0.0,0.0,0.0,153-OPRCD10259
20,1,4,0.0,0.0,0.0,153-OPRCD10259
21,1,5,0.0,0.0,0.0,153-OPRCD10259
22,1,6,0.0,0.0,0.0,153-OPRCD10259
23,1,7,0.0,0.0,0.0,153-OPRCD10259
24,1,8,0.0,0.0,0.0,153-OPRCD10259
25,1,9,0.0,0.0,0.0,153-OPRCD10259
26,1,10,0.0,0.0,0.0,153-OPRCD10259
27,1,11,0.0,0.0,0.0,153-OPRCD10259
28,1,12,0.16509036116524148,0.06519788593267646,0.0,153-OPRCD10259
29,1,13,0.0,0.0,0.0,153-OPRCD10259
30,1,14,0.0,0.0,0.0,153-OPRCD10259
31,1,15,0.0,0.0,0.0,153-OPRCD10259
32,2,0,0.0,0.0,0.0,153-OPRCD10259
33,2,1,0.0,0.0,0.0,153-OPRCD10259
