,grid_lon_id,grid_lat_id,green,orange,store_id
0,0,0,0.0,0.0,153-OPRCD107213
1,0,1,0.0,0.0,153-OPRCD107213
2,0,2,0.0,0.0,153-OPRCD107213
3,0,3,0.0,0.0,153-OPRCD107213
4,0,4,0.0,0.0,153-OPRCD107213
5,0,5,0.0,0.0,153-OPRCD107213
6,0,6,0.0,0.0,153-OPRCD107213
7,0,7,0.0,0.0,153-OPRCD107213
8,0,8,0.10198812156611532,0.0,153-OPRCD107213
9,0,9,0.0,0.0,153-OPRCD107213
10,0,10,0.0,0.0,153-OPRCD107213
11,0,11,0.0,0.0,153-OPRCD107213
12,0,12,0.0,0.0,153-OPRCD107213
13,0,13,0.0,0.0,153-OPRCD107213
14,0,14,0.0,0.0,153-OPRCD107213
15,0,15,0.0,0.0,153-OPRCD107213
16,1,0,0.0,0.0,153-OPRCD107213
17,1,1,0.0,0.0,153-OPRCD107213
18,1,2,0.0,0.0,153-OPRCD107213
19,1,3,0.0,0.0,153-OPRCD107213
20,1,4,0.0,0.0,153-OPRCD107213
21,1,5,0.0,0.0,153-OPRCD107213
22,1,6,0.05448680467230818,0.0,153-OPRCD107213
23,1,7,0.0,0.0,153-OPRCD107213
24,1,8,0.1972236049463463,0.0,153-OPRCD107213
25,1,9,0.006519788593267646,0.0,153-OPRCD107213
26,1,10,0.0,0.0,153-OPRCD107213
27,1,11,0.0,0.0,153-OPRCD107213
28,1,12,0.0,0.0,153-OPRCD107213
29,1,13,0.0,0.0,153-OPRCD107213
30,1,14,0.0,0.0,153-OPRCD107213
31,1,15,0.0,0.0,153-OPRCD107213
32,2,0,0.0,0.0,153-OPRCD107213
33,2,1,0.0,0.0,153-OPRCD107213
34,2,2,0.0,0.0,153-OPRCD107213
35,2,3,0.0,0.0,153-OPRCD107213
36,2,4,0.0,0.0,153-OPRCD107213
37,2,5,0.0,0.0,153-OPRCD107213
38,2,6,0.060540894080342425,0.0,153-OPRCD107213
39,2,7,0.0,0.0,153-OPRCD107213
40,2,8,0.1688159546471087,0.0,153-OPRCD107213
41,2,9,0.03259894296633823,0.0,153-OPRCD107213
42,2,10,0.0,0.0,153-OPRCD107213
43,2,11,0.0,0.0,153-OPRCD107213
44,2,12,0.0,0.0,153-OPRCD107213
45,2,13,0.0,0.0,153-OPRCD107213
46,2,14,0.0,0.0,153-OPRCD107213
47,2,15,0.0,0.0,153-OPRCD107213
48,3,0,0.0,0.0,153-OPRCD107213
49,3,1,0.0,0.0,153-OPRCD107213
50,3,2,0.0,0.0,153-OPRCD107213
51,3,3,0.0,0.0,153-OPRCD107213
52,3,4,0.0,0.0,153-OPRCD107213
53,3,5,0.0,0.0,153-OPRCD107213
54,3,6,0.05308970711660797,0.0,153-OPRCD107213
55,3,7,0.0,0.0,153-OPRCD107213
56,3,8,0.1429696498666548,0.0,153-OPRCD107213
57,3,9,0.059376646117258916,0.0,153-OPRCD107213
58,3,10,0.0,0.0,153-OPRCD107213
59,3,11,0.0,0.0,153-OPRCD107213
60,3,12,0.0,0.0,153-OPRCD107213
61,3,13,0.0,0.0,153-OPRCD107213
62,3,14,0.0,0.0,153-OPRCD107213
63,3,15,0.0,0.0,153-OPRCD107213
64,4,0,0.0,0.0,153-OPRCD107213
65,4,1,0.0,0.0,153-OPRCD107213
66,4,2,0.0,0.0,153-OPRCD107213
67,4,3,0.0,0.0,153-OPRCD107213
68,4,4,0.0,0.0,153-OPRCD107213
69,4,5,0.0,0.0,153-OPRCD107213
70,4,6,0.04540567056025682,0.0,153-OPRCD107213
71,4,7,0.0,0.0,153-OPRCD107213
72,4,8,0.11549339793788402,0.0,153-OPRCD107213
73,4,9,0.08429155252724599,0.0,153-OPRCD107213
74,4,10,0.0,0.0,153-OPRCD107213
75,4,11,0.0,0.0,153-OPRCD107213
76,4,12,0.0,0.0,153-OPRCD107213
77,4,13,0.0,0.0,153-OPRCD107213
78,4,14,0.0,0.0,153-OPRCD107213
79,4,15,0.0,0.0,153-OPRCD107213
80,5,0,0.0,0.0,153-OPRCD107213
81,5,1,0.0,0.0,153-OPRCD107213
82,5,2,0.0,0.0,153-OPRCD107213
83,5,3,0.0,0.0,153-OPRCD107213
84,5,4,0.0,0.0,153-OPRCD107213
85,5,5,0.0,0.0,153-OPRCD107213
86,5,6,0.06123944285819253,0.0,153-OPRCD107213
87,5,7,0.0,0.0,153-OPRCD107213
88,5,8,0.020956463335503148,0.08126450782322887,153-OPRCD107213
89,5,9,0.10198812156611532,0.0,153-OPRCD107213
90,5,10,0.0,0.0,153-OPRCD107213
91,5,11,0.0,0.0,153-OPRCD107213
92,5,12,0.0,0.0,153-OPRCD107213
93,5,13,0.0,0.0,153-OPRCD107213
94,5,14,0.0,0.0,153-OPRCD107213
95,5,15,0.0,0.0,153-OPRCD107213
96,6,0,0.0,0.0,153-OPRCD107213
97,6,1,0.0,0.0,153-OPRCD107213
98,6,2,0.0,0.0,153-OPRCD107213
99,6,3,0.0,0.0,153-OPRCD107213
100,6,4,0.0,0.0,153-OPRCD107213
101,6,5,0.0,0.0,153-OPRCD107213
102,6,6,0.060540894080342425,0.0,153-OPRCD107213
103,6,7,0.0,0.0,153-OPRCD107213
104,6,8,0.07730606474874495,0.024216357632136972,153-OPRCD107213
105,6,9,0.023284959261670166,0.07986741026752867,153-OPRCD107213
106,6,10,0.0,0.0,153-OPRCD107213
107,6,11,0.0,0.0,153-OPRCD107213
108,6,12,0.0,0.0,153-OPRCD107213
109,6,13,0.0,0.0,153-OPRCD107213
110,6,14,0.0,0.0,153-OPRCD107213
111,6,15,0.0,0.0,153-OPRCD107213
112,7,0,0.0,0.0,153-OPRCD107213
113,7,1,0.0,0.0,153-OPRCD107213
114,7,2,0.0,0.0,153-OPRCD107213
115,7,3,0.0,0.0,153-OPRCD107213
116,7,4,0.0,0.0,153-OPRCD107213
117,7,5,0.0,0.0,153-OPRCD107213
118,7,6,0.01955936577980294,0.0,153-OPRCD107213
119,7,7,0.0,0.0,153-OPRCD107213
120,7,8,0.10478231667751574,0.0,153-OPRCD107213
121,7,9,0.07823746311921176,0.027709101521387496,153-OPRCD107213
122,7,10,0.0,0.0,153-OPRCD107213
123,7,11,0.0,0.0,153-OPRCD107213
124,7,12,0.0,0.0,153-OPRCD107213
125,7,13,0.0,0.0,153-OPRCD107213
126,7,14,0.0,0.0,153-OPRCD107213
127,7,15,0.0,0.0,153-OPRCD107213
128,8,0,0.0,0.0,153-OPRCD107213
129,8,1,0.0,0.0,153-OPRCD107213
130,8,2,0.0,0.0,153-OPRCD107213
131,8,3,0.0,0.0,153-OPRCD107213
132,8,4,0.0,0.0,153-OPRCD107213
133,8,5,0.0,0.0,153-OPRCD107213
134,8,6,0.0,0.0,153-OPRCD107213
135,8,7,0.0,0.0,153-OPRCD107213
136,8,8,0.10222097115873202,0.0,153-OPRCD107213
137,8,9,0.10105672319564851,0.0,153-OPRCD107213
138,8,10,0.0,0.0,153-OPRCD107213
139,8,11,0.0,0.0,153-OPRCD107213
140,8,12,0.0,0.0,153-OPRCD107213
141,8,13,0.0,0.0,153-OPRCD107213
142,8,14,0.0,0.0,153-OPRCD107213
143,8,15,0.0,0.0,153-OPRCD107213
144,9,0,0.05797954856155871,0.0,153-OPRCD107213
145,9,1,0.11689049549358423,0.0,153-OPRCD107213
146,9,2,0.0696220281923938,0.05122691037567436,153-OPRCD107213
147,9,3,0.11037070690031658,0.012108178816068486,153-OPRCD107213
148,9,4,0.1138634507895671,0.0,153-OPRCD107213
149,9,5,0.06822493063669358,0.04470712178240672,153-OPRCD107213
150,9,6,0.060540894080342425,0.060540894080342425,153-OPRCD107213
151,9,7,0.09383838582453076,0.01862796740933613,153-OPRCD107213
152,9,8,0.14622954416328862,0.08289445497154578,153-OPRCD107213
153,9,9,0.18627967409336132,0.06775923145146018,153-OPRCD107213
154,9,10,0.12550593042040217,0.0,153-OPRCD107213
155,9,11,0.12061608897545145,0.0,153-OPRCD107213
156,9,12,0.12294458490161847,0.0,153-OPRCD107213
157,9,13,0.11037070690031658,0.0,153-OPRCD107213
158,9,14,0.12038323938283475,0.0,153-OPRCD107213
159,9,15,0.061472292450809235,0.0,153-OPRCD107213
160,10,0,0.0,0.0,153-OPRCD107213
161,10,1,0.0,0.0,153-OPRCD107213
162,10,2,0.0,0.0,153-OPRCD107213
163,10,3,0.0,0.0,153-OPRCD107213
164,10,4,0.0,0.0,153-OPRCD107213
165,10,5,0.0,0.0,153-OPRCD107213
166,10,6,0.0,0.0,153-OPRCD107213
167,10,7,0.0,0.0,153-OPRCD107213
168,10,8,0.10222097115873202,0.0,153-OPRCD107213
169,10,9,0.0987282272694815,0.0,153-OPRCD107213
170,10,10,0.0,0.0,153-OPRCD107213
171,10,11,0.0,0.0,153-OPRCD107213
172,10,12,0.0,0.0,153-OPRCD107213
173,10,13,0.0,0.0,153-OPRCD107213
174,10,14,0.0,0.0,153-OPRCD107213
175,10,15,0.0,0.0,153-OPRCD107213
176,11,0,0.0,0.0,153-OPRCD107213
177,11,1,0.0,0.0,153-OPRCD107213
178,11,2,0.0,0.0,153-OPRCD107213
179,11,3,0.0,0.0,153-OPRCD107213
180,11,4,0.0,0.0,153-OPRCD107213
181,11,5,0.0,0.0,153-OPRCD107213
182,11,6,0.0,0.0,153-OPRCD107213
183,11,7,0.0,0.0,153-OPRCD107213
184,11,8,0.09733112971378129,0.0,153-OPRCD107213
185,11,9,0.10082387360303181,0.0,153-OPRCD107213
186,11,10,0.0,0.0,153-OPRCD107213
187,11,11,0.0,0.0,153-OPRCD107213
188,11,12,0.0,0.0,153-OPRCD107213
189,11,13,0.0,0.0,153-OPRCD107213
190,11,14,0.0,0.0,153-OPRCD107213
191,11,15,0.0,0.0,153-OPRCD107213
192,12,0,0.0,0.0,153-OPRCD107213
193,12,1,0.0,0.0,153-OPRCD107213
194,12,2,0.0,0.0,153-OPRCD107213
195,12,3,0.0,0.0,153-OPRCD107213
196,12,4,0.0,0.0,153-OPRCD107213
197,12,5,0.0,0.0,153-OPRCD107213
198,12,6,0.0,0.0,153-OPRCD107213
199,12,7,0.0,0.0,153-OPRCD107213
200,12,8,0.03376319092942174,0.0696220281923938,153-OPRCD107213
