,grid_lon_id,grid_lat_id,green,orange,red,store_id
0,0,0,0.0,0.0,0.0,153-OPRCD107301
1,0,1,0.0,0.0,0.0,153-OPRCD107301
2,0,2,0.0,0.0,0.0,153-OPRCD107301
3,0,3,0.0849901013050961,0.04121437789315619,0.0,153-OPRCD107301
4,0,4,0.0,0.0,0.0,153-OPRCD107301
5,0,5,0.01979221537241964,0.0,0.0,153-OPRCD107301
6,0,6,0.03283179255895493,0.02281926007643676,0.04540567056025682,153-OPRCD107301
7,0,7,0.04703561770857373,0.014669524334852203,0.1296972230875028,153-OPRCD107301
8,0,8,0.1289986743096527,0.001164247963083508,0.002328495926167016,153-OPRCD107301
9,0,9,0.0,0.0,0.0,153-OPRCD107301
10,0,10,0.0,0.0,0.0,153-OPRCD107301
11,0,11,0.0,0.0,0.0,153-OPRCD107301
12,0,12,0.0,0.0,0.0,153-OPRCD107301
13,0,13,0.017463719446252624,0.0,0.0,153-OPRCD107301
14,0,14,0.03679023563343886,0.01839511781671943,0.0,153-OPRCD107301
15,0,15,0.0,0.0,0.0,153-OPRCD107301
16,1,0,0.0,0.0,0.0,153-OPRCD107301
17,1,1,0.0,0.0,0.0,153-OPRCD107301
18,1,2,0.0,0.0,0.0,153-OPRCD107301
19,1,3,0.2526418079891213,0.0,0.0,153-OPRCD107301
20,1,4,0.0,0.0,0.0,153-OPRCD107301
21,1,5,0.0,0.0,0.0,153-OPRCD107301
22,1,6,0.00023284959261670165,0.00023284959261670165,0.0,153-OPRCD107301
23,1,7,0.055883902228008396,0.007916886148967855,0.018162268224102728,153-OPRCD107301
24,1,8,0.1695145034249588,0.04656991852334033,0.23215104383885155,153-OPRCD107301
25,1,9,0.17952703590747696,0.0,0.0,153-OPRCD107301
26,1,10,0.028640499891854302,0.0,0.0,153-OPRCD107301
27,1,11,0.0,0.0,0.0,153-OPRCD107301
28,1,12,0.0,0.0,0.0,153-OPRCD107301
29,1,13,0.004424142259717331,0.0,0.0,153-OPRCD107301
30,1,14,0.013970975557002099,0.10687796301106606,0.0,153-OPRCD107301
31,1,15,0.0,0.0,0.0,153-OPRCD107301
32,2,0,0.0,0.0,0.0,153-OPRCD107301
33,2,1,0.0,0.0,0.0,153-OPRCD107301
34,2,2,0.0,0.0,0.0,153-OPRCD107301
35,2,3,0.24658771858108705,0.0,0.0,153-OPRCD107301
36,2,4,0.0,0.0,0.0,153-OPRCD107301
37,2,5,0.0,0.0,0.0,153-OPRCD107301
38,2,6,0.0,0.0,0.0,153-OPRCD107301
39,2,7,0.0,0.0,0.0,153-OPRCD107301
